age,gender,income_inr,city,employment_type,work_hours_per_day,commute_minutes,dinners_cooked_per_week,enjoy_cooking,cooking_skill_rating,cooking_challenges,dinner_time_hour,primary_cook,favorite_cuisines,meal_type_pref,non_veg_freq_per_week,dietary_goals,allergies,healthy_importance_rating,track_macros,orders_outside_per_week,spend_outside_per_meal_inr,willing_to_pay_mealkit_inr,payment_mode,priority_taste,priority_price,priority_nutrition,priority_ease_of_cooking,priority_time_to_prepare,priority_health,priority_time_savings,priority_convenience,priority_variety,priority_affordability,subscribe_try,delivery_pref,meals_per_week_subscription,desired_features,continue_service,refer_service,incentive_pref,healthy_brand_association,additional_needs
30,Male,41339,Bangalore,Part-time,8,0,2,Only on weekends,4,"Grocery hassle,Waste of ingredients,Portioning issues,No ideas,Cleaning up,Don't enjoy it,No skills,No time",20.8,Self,"Thai,Asian,Keto/High-protein,South Indian,Fusion",Vegan,6,"Quick meal-prep,Immune boost,Gut health,Low-calorie,Sustainable eating,High-protein",Lactose,2,Never,1,80,350,Credit Card,4,1,2,5,3,2,4,5,3,1,Definitely,Daily,2,"Recipe variety,App-based tracking,Loyalty points,Fast delivery,Customizable,No cleanup,Family plans,Cancel-anytime",Definitely,Definitely,Not important,FreshMenu,Calorie tracker
38,Non-binary,39890,Pune,Homemaker,8,69,2,Yes,4,"No ideas,No time,Waste of ingredients,Portioning issues,Too tired,Cleaning up",18.9,Partner,"Vegan,Chinese,Continental,Italian,Asian,Keto/High-protein,North Indian,South Indian",Eggetarian,5,"Low-carb,Weight loss,Quick meal-prep,Low-calorie,Gluten-free,Gut health,Diabetes-friendly,Sustainable eating","Lactose,Eggs,Nuts",1,Never,7,364,300,UPI,3,5,4,1,2,4,5,2,1,3,Maybe,Daily,1,"Nutrition labels,No cleanup,Loyalty points,Recipe variety,Easy cooking,App-based tracking",Definitely,Maybe,Discounts,EatFit,More vegan options
24,Non-binary,124600,Mumbai,Homemaker,7,5,4,Only on weekends,2,"Waste of ingredients,Don't enjoy it,No time,Cleaning up,Too tired,Portioning issues,Not cost-effective,Grocery hassle",20.5,Alternates,"Keto/High-protein,Thai,South Indian,Asian,Mexican",Vegetarian,4,"Low-carb,Muscle gain,Balanced meals,Diabetes-friendly,Weight loss,Gut health,Quick meal-prep,Low-calorie","Lactose,Nuts",4,Occasionally,1,338,350,Wallets,1,2,3,5,4,3,1,4,5,2,Maybe,On-demand,1,"Family plans,Customizable,No cleanup,Cancel-anytime,Nutrition labels",Definitely,Definitely,Free meals,FreshMenu,Reusable packaging
32,Female,47886,Mumbai,Consultant,10,11,1,Yes,3,"Don't enjoy it,Not cost-effective,No ideas,No time,Grocery hassle,Too tired",20.0,Alternates,"Keto/High-protein,Continental,Italian,Thai,Chinese",Mixed,4,"Muscle gain,Low-carb,Low-calorie,Gut health","Nuts,Lactose",1,Occasionally,2,351,300,Credit Card,3,5,4,2,1,3,1,5,2,4,Definitely,On-demand,3,"Easy cooking,No cleanup,Fast delivery,Loyalty points,App-based tracking,Customizable",Definitely,Maybe,Free meals,None,None
23,Prefer not to say,57206,Bangalore,Part-time,9,5,3,No,3,"Too tired,Don't enjoy it,No skills,Cleaning up",19.7,Hired help,"Continental,Healthy Superfoods,North Indian,Asian,Vegan,Mexican,Thai,Italian",Non-Vegetarian,2,"Gut health,Gluten-free,Weight loss,High-protein,Low-calorie",Nuts,4,Occasionally,7,466,150,Credit Card,2,3,5,1,4,2,5,4,1,3,Definitely,Weekly batch,1,"No cleanup,Fast delivery,Easy cooking,Customizable,Family plans,Recipe variety,Cancel-anytime",No,Maybe,Free meals,FreshMenu,More vegan options
34,Non-binary,95015,Mumbai,Consultant,10,5,5,No,4,"No skills,Waste of ingredients,Not cost-effective,Don't enjoy it,Portioning issues,Grocery hassle,No time,Too tired",20.2,Partner,"Italian,Keto/High-protein,Fusion,Vegan,North Indian",Vegan,6,"Gut health,Low-carb,Diabetes-friendly,Sustainable eating",Lactose,2,Occasionally,1,273,250,Wallets,4,2,5,3,1,4,1,2,3,5,Definitely,Daily,4,"Fast delivery,Easy cooking,Recipe variety,Cancel-anytime",Maybe,Definitely,Discounts,None,None
28,Male,81563,Other,Freelancer,7,55,3,No,1,"Not cost-effective,Don't enjoy it,Waste of ingredients,Portioning issues,Too tired,No ideas,Grocery hassle,No time",20.7,Parent,"Continental,Fusion,South Indian,Asian,North Indian,Vegan,Italian,Thai",Mixed,3,"Quick meal-prep,Sustainable eating,Balanced meals,Weight loss,Gut health,Diabetes-friendly,Muscle gain,Gluten-free","Soy,Nuts",1,Never,5,293,250,Wallets,3,1,5,2,4,3,5,2,1,4,Definitely,Daily,5,"Fast delivery,Nutrition labels,Recipe variety,Easy cooking",Definitely,Definitely,Discounts,FreshMenu,None
32,Non-binary,35972,Bangalore,Homemaker,10,12,5,No,5,"Not cost-effective,No time,No skills,No ideas,Portioning issues,Don't enjoy it,Cleaning up,Waste of ingredients",20.3,Self,"Vegan,South Indian,Italian,Thai,Continental,Chinese,North Indian",Non-Vegetarian,4,"Balanced meals,High-protein,Low-carb,Low-calorie","Eggs,None",5,Never,3,131,400,UPI,4,2,5,3,1,3,1,5,2,4,Maybe,Weekly batch,1,"Customizable,Nutrition labels,Recipe variety,Fast delivery,Easy cooking,No cleanup,Family plans",Definitely,Maybe,Not important,Subway,More vegan options
49,Male,56462,Delhi NCR,Homemaker,9,5,5,No,5,"Don't enjoy it,Portioning issues,Not cost-effective,Grocery hassle,No time,No ideas",21.1,Hired help,"Asian,Mexican,Fusion,Chinese,Keto/High-protein,Italian,Vegan",Mixed,6,"Gut health,Quick meal-prep,High-protein,Sustainable eating","Nuts,Lactose,Gluten",5,Occasionally,4,216,250,Wallets,1,2,3,5,4,5,4,2,1,3,Maybe,On-demand,2,"Loyalty points,No cleanup,Recipe variety,Family plans,Nutrition labels,Fast delivery,Customizable",Definitely,No,Not important,Subway,Calorie tracker
35,Prefer not to say,52491,Delhi NCR,Part-time,8,40,3,Yes,1,"Don't enjoy it,Cleaning up,Portioning issues,No skills,Too tired,Waste of ingredients",21.9,Hired help,"Asian,Keto/High-protein,Continental,Thai,North Indian,Vegan,Fusion",Eggetarian,2,"Balanced meals,Quick meal-prep,Immune boost,Gut health","Gluten,Lactose",5,Regularly,1,343,350,Cash,1,3,4,5,2,5,4,3,1,2,Definitely,On-demand,5,"Customizable,No cleanup,Cancel-anytime,Loyalty points,Fast delivery,Easy cooking,Family plans,App-based tracking",No,No,Free meals,FreshMenu,Reusable packaging
26,Male,79017,Bangalore,Part-time,12,19,2,Yes,4,"No skills,Waste of ingredients,No ideas,Cleaning up,Too tired,No time,Grocery hassle,Not cost-effective",20.7,Parent,"Mexican,Continental,South Indian,Fusion,Thai,Italian,Keto/High-protein,North Indian",Vegan,0,"Sustainable eating,Weight loss,Low-calorie,Balanced meals,Gut health,Diabetes-friendly,Low-carb","Eggs,Soy,None",1,Regularly,4,384,350,UPI,3,4,5,2,1,2,4,1,5,3,Definitely,Daily,4,"Customizable,Family plans,Fast delivery,No cleanup,Cancel-anytime,App-based tracking,Recipe variety",Maybe,Maybe,Not important,Subway,More vegan options
38,Female,128616,Mumbai,Consultant,9,10,3,No,5,"Not cost-effective,Cleaning up,Grocery hassle,No skills,Waste of ingredients,Portioning issues",19.4,Hired help,"Thai,Fusion,Chinese,North Indian,Healthy Superfoods,Keto/High-protein,Asian",Non-Vegetarian,0,"Gluten-free,Muscle gain,Gut health,Balanced meals,Sustainable eating,Low-calorie",Nuts,2,Occasionally,5,238,350,Debit Card,4,2,3,5,1,4,5,1,3,2,Definitely,3x/week,2,"Family plans,Easy cooking,Customizable,No cleanup,Cancel-anytime",Definitely,No,Discounts,None,Calorie tracker
33,Non-binary,119591,Delhi NCR,Full-time,8,30,2,Only on weekends,5,"No time,Not cost-effective,Too tired,No skills",22.1,Partner,"Chinese,Mexican,Asian,North Indian,Thai",Vegan,4,"Immune boost,Low-carb,High-protein,Diabetes-friendly","Nuts,Lactose,Gluten",2,Regularly,7,336,300,UPI,1,3,4,5,2,4,1,2,5,3,Definitely,3x/week,5,"Family plans,Nutrition labels,Recipe variety,Cancel-anytime,Loyalty points,Customizable,Easy cooking",Definitely,Maybe,Free meals,Epigamia,Reusable packaging
30,Non-binary,117643,Mumbai,Homemaker,10,32,4,Yes,5,"Waste of ingredients,Grocery hassle,Don't enjoy it,Cleaning up,Too tired",19.3,Partner,"North Indian,Italian,Vegan,Mexican,Healthy Superfoods,South Indian,Continental",Vegetarian,6,"High-protein,Sustainable eating,Gluten-free,Muscle gain,Diabetes-friendly,Immune boost",Gluten,2,Occasionally,4,357,250,Cash,3,2,5,1,4,2,5,4,1,3,Maybe,3x/week,3,"Cancel-anytime,Recipe variety,Family plans,Easy cooking,No cleanup,Customizable,Fast delivery,Loyalty points",Definitely,Definitely,Free meals,Subway,None
35,Prefer not to say,134011,Mumbai,Freelancer,8,5,4,Yes,4,"No time,Too tired,Don't enjoy it,Waste of ingredients,Portioning issues,No ideas",20.3,Hired help,"Italian,Continental,Fusion,Keto/High-protein",Vegan,3,"Quick meal-prep,Muscle gain,Sustainable eating,Low-calorie,High-protein",Gluten,2,Occasionally,7,301,400,Cash,1,4,3,2,5,3,4,1,5,2,Maybe,Weekly batch,5,"Cancel-anytime,Family plans,Easy cooking,Customizable,App-based tracking,Nutrition labels",Definitely,Maybe,Free meals,FreshMenu,Calorie tracker
25,Female,44970,Bangalore,Consultant,11,9,2,No,3,"No ideas,No skills,Waste of ingredients,Portioning issues",19.2,Parent,"Asian,Italian,Mexican,Chinese,Healthy Superfoods",Mixed,5,"Gut health,Low-calorie,Immune boost,Weight loss,Diabetes-friendly",None,4,Occasionally,7,175,150,Cash,5,3,1,2,4,5,3,4,2,1,Maybe,Daily,6,"App-based tracking,Easy cooking,Loyalty points,Family plans",Definitely,Definitely,Discounts,None,None
30,Female,47692,Hyderabad,Freelancer,8,5,6,Only on weekends,2,"No skills,No ideas,Waste of ingredients,Too tired,Grocery hassle,Portioning issues",21.6,Parent,"Thai,North Indian,Healthy Superfoods,Continental,Fusion,Mexican,South Indian,Asian",Eggetarian,2,"Low-carb,Quick meal-prep,Gluten-free,Muscle gain,Sustainable eating,Gut health","Gluten,Eggs,Nuts",5,Regularly,2,380,200,Debit Card,1,5,4,2,3,3,5,1,4,2,Definitely,On-demand,3,"Customizable,Fast delivery,Nutrition labels,Easy cooking,App-based tracking",Definitely,No,Discounts,EatFit,Calorie tracker
27,Prefer not to say,196960,Mumbai,Freelancer,10,14,7,No,5,"No skills,No ideas,Too tired,No time,Not cost-effective,Grocery hassle,Don't enjoy it,Waste of ingredients",19.7,Parent,"Chinese,South Indian,Vegan,Italian,Mexican",Mixed,1,"Weight loss,Immune boost,Balanced meals,Quick meal-prep,Muscle gain,Sustainable eating,Gut health","Nuts,None",1,Occasionally,4,263,200,UPI,4,5,1,2,3,1,2,5,3,4,Definitely,3x/week,2,"Nutrition labels,App-based tracking,Customizable,Recipe variety,Fast delivery,No cleanup,Family plans",Maybe,Maybe,Free meals,FreshMenu,Calorie tracker
31,Female,50366,Hyderabad,Part-time,6,10,5,Yes,2,"Portioning issues,Waste of ingredients,Grocery hassle,Not cost-effective,No ideas,No time",21.0,Hired help,"Mexican,North Indian,Asian,Continental",Vegetarian,6,"Immune boost,Muscle gain,Diabetes-friendly,Quick meal-prep,High-protein,Weight loss,Gut health,Sustainable eating",Soy,1,Regularly,7,495,300,Wallets,5,4,1,3,2,4,5,2,1,3,Maybe,Weekly batch,5,"Cancel-anytime,App-based tracking,Customizable,Easy cooking",Definitely,Definitely,Discounts,FreshMenu,More vegan options
40,Prefer not to say,100242,Chennai,Part-time,9,62,4,Yes,4,"Don't enjoy it,Cleaning up,Grocery hassle,Portioning issues,No skills,No ideas,Too tired,Waste of ingredients",20.9,Alternates,"Keto/High-protein,Continental,North Indian,Chinese",Non-Vegetarian,0,"Gut health,Weight loss,Low-carb,Diabetes-friendly,Balanced meals","Lactose,Eggs",4,Occasionally,5,279,200,Cash,2,4,3,5,1,1,3,4,2,5,Unlikely,3x/week,3,"Cancel-anytime,Loyalty points,App-based tracking,Fast delivery,Nutrition labels,No cleanup",Maybe,Definitely,Free meals,EatFit,More vegan options
34,Female,74178,Other,Full-time,9,5,1,Yes,4,"Don't enjoy it,No skills,No ideas,Too tired,Grocery hassle,Cleaning up,Waste of ingredients",18.3,Partner,"Chinese,Italian,Vegan,Asian",Vegan,0,"Gluten-free,Muscle gain,Low-carb,Gut health,Diabetes-friendly,Sustainable eating,High-protein,Weight loss","Gluten,Eggs,None",2,Occasionally,6,292,200,Debit Card,4,3,2,5,1,4,3,1,2,5,Definitely,Weekly batch,2,"App-based tracking,Easy cooking,Nutrition labels,Recipe variety,Customizable,Loyalty points,Family plans,Fast delivery",Maybe,Maybe,Discounts,EatFit,Calorie tracker
26,Prefer not to say,51448,Delhi NCR,Consultant,9,7,2,Only on weekends,1,"No ideas,Too tired,Not cost-effective,No skills,Waste of ingredients,Cleaning up,Grocery hassle,No time",21.4,Alternates,"Vegan,South Indian,Healthy Superfoods,Mexican,Chinese,Italian",Eggetarian,4,"Muscle gain,Quick meal-prep,Sustainable eating,Diabetes-friendly",None,3,Never,0,421,300,Debit Card,4,5,3,1,2,3,2,5,1,4,Unlikely,Weekly batch,2,"Recipe variety,App-based tracking,Nutrition labels,Fast delivery,Cancel-anytime,No cleanup,Family plans",No,Maybe,Free meals,EatFit,Reusable packaging
36,Male,62846,Hyderabad,Freelancer,6,5,4,No,1,"Don't enjoy it,Portioning issues,Cleaning up,No time,Grocery hassle,Not cost-effective,Waste of ingredients",20.6,Self,"Italian,Healthy Superfoods,Fusion,Continental,Vegan",Vegetarian,5,"Sustainable eating,Quick meal-prep,Muscle gain,Weight loss,Balanced meals,Immune boost,Gluten-free","Soy,Lactose,Gluten",5,Regularly,5,222,150,Debit Card,1,4,2,3,5,3,2,4,5,1,Definitely,Weekly batch,7,"Customizable,Loyalty points,Fast delivery,Cancel-anytime,App-based tracking",Maybe,Maybe,Discounts,EatFit,More vegan options
32,Female,46918,Delhi NCR,Student,8,16,4,No,4,"Grocery hassle,Not cost-effective,Waste of ingredients,No ideas,Too tired",20.3,Partner,"Italian,North Indian,South Indian,Chinese,Thai",Vegan,4,"Muscle gain,Diabetes-friendly,Balanced meals,High-protein,Low-carb,Weight loss,Quick meal-prep,Low-calorie","Soy,Nuts,Gluten",3,Occasionally,6,411,200,Wallets,3,1,2,4,5,1,2,3,5,4,Definitely,3x/week,7,"Customizable,App-based tracking,Cancel-anytime,Fast delivery,Easy cooking",Definitely,Definitely,Discounts,None,None
31,Prefer not to say,63462,Other,Part-time,9,20,4,No,4,"Waste of ingredients,Grocery hassle,Portioning issues,No ideas,Not cost-effective,No skills",20.1,Hired help,"Keto/High-protein,Asian,Italian,Chinese",Vegan,2,"Muscle gain,Sustainable eating,Immune boost,Gluten-free",Eggs,2,Never,3,343,300,Debit Card,1,4,3,2,5,5,4,1,3,2,Maybe,Daily,3,"No cleanup,Easy cooking,Fast delivery,Nutrition labels,Cancel-anytime,App-based tracking,Family plans",No,Maybe,Not important,None,None
32,Female,81309,Mumbai,Freelancer,7,18,3,Yes,5,"No ideas,Don't enjoy it,Waste of ingredients,Portioning issues,No time,Grocery hassle,Not cost-effective",19.3,Hired help,"South Indian,Keto/High-protein,Healthy Superfoods,Fusion,Continental,Italian,Vegan,Mexican",Non-Vegetarian,2,"Weight loss,Gut health,Sustainable eating,High-protein,Gluten-free",Lactose,4,Occasionally,6,391,300,Wallets,2,3,1,4,5,3,2,5,4,1,Maybe,3x/week,3,"Customizable,App-based tracking,Fast delivery,Cancel-anytime,Recipe variety,Nutrition labels,No cleanup",Definitely,Definitely,Free meals,Epigamia,More vegan options
30,Male,71657,Mumbai,Full-time,10,5,0,Yes,1,"Cleaning up,Waste of ingredients,No skills,Not cost-effective,Portioning issues,Grocery hassle,Too tired,No time",19.3,Hired help,"Fusion,Asian,Healthy Superfoods,Italian",Vegan,2,"Immune boost,Diabetes-friendly,Muscle gain,Gut health,Sustainable eating,Weight loss,Low-calorie",Eggs,1,Never,4,371,250,UPI,2,5,1,4,3,5,2,3,4,1,Unlikely,On-demand,7,"Easy cooking,Loyalty points,App-based tracking,No cleanup,Cancel-anytime,Recipe variety,Fast delivery",Definitely,Maybe,Discounts,EatFit,More vegan options
30,Prefer not to say,131778,Pune,Student,7,19,5,Yes,3,"Cleaning up,Don't enjoy it,Portioning issues,Not cost-effective,Grocery hassle,No skills,No ideas,Waste of ingredients",20.8,Partner,"Fusion,Continental,Keto/High-protein,Healthy Superfoods,Vegan,North Indian",Eggetarian,0,"High-protein,Gluten-free,Muscle gain,Sustainable eating,Balanced meals,Diabetes-friendly,Low-carb","None,Lactose",5,Never,3,477,150,Debit Card,5,2,3,4,1,5,1,4,2,3,Definitely,Daily,7,"Loyalty points,App-based tracking,No cleanup,Family plans,Cancel-anytime,Nutrition labels,Easy cooking",Definitely,No,Discounts,Subway,More vegan options
24,Prefer not to say,98669,Chennai,Full-time,7,39,6,Yes,3,"Too tired,Waste of ingredients,No ideas,Cleaning up",19.8,Hired help,"North Indian,Asian,Fusion,Chinese,Thai,Vegan,Italian",Vegan,4,"Gut health,Low-calorie,Balanced meals,Weight loss,Quick meal-prep","Soy,Nuts",2,Never,7,1500,250,Cash,1,4,5,3,2,1,5,4,2,3,Definitely,Weekly batch,2,"Recipe variety,Family plans,Loyalty points,No cleanup,Cancel-anytime,App-based tracking",Definitely,Definitely,Discounts,Epigamia,None
32,Male,75431,Mumbai,Part-time,10,5,1,No,1,"Portioning issues,Waste of ingredients,Not cost-effective,Don't enjoy it,No skills",22.2,Self,"Chinese,Keto/High-protein,Italian,North Indian,Vegan,South Indian,Asian,Healthy Superfoods",Non-Vegetarian,5,"Low-carb,Gut health,Weight loss,Balanced meals,Muscle gain,High-protein,Diabetes-friendly","Lactose,Gluten,Eggs",2,Occasionally,7,416,150,Wallets,2,3,4,1,5,5,3,1,4,2,Maybe,Daily,5,"Fast delivery,App-based tracking,Nutrition labels,Easy cooking,Cancel-anytime",Maybe,Definitely,Discounts,None,More vegan options
21,Male,90720,Hyderabad,Full-time,8,5,4,Only on weekends,5,"Grocery hassle,Portioning issues,Not cost-effective,Waste of ingredients,No skills,Too tired,No ideas",19.2,Parent,"Asian,Mexican,Vegan,Italian,Chinese,South Indian,Keto/High-protein",Non-Vegetarian,6,"Diabetes-friendly,Gluten-free,Weight loss,Balanced meals,Low-calorie,High-protein",Soy,4,Never,3,431,300,Credit Card,3,2,4,5,1,4,5,2,3,1,Definitely,Weekly batch,6,"No cleanup,Loyalty points,Customizable,Easy cooking,Recipe variety,Fast delivery,Family plans",No,Maybe,Not important,Subway,None
42,Prefer not to say,64109,Delhi NCR,Freelancer,9,6,4,Yes,5,"No time,Too tired,Don't enjoy it,No ideas,Grocery hassle,No skills,Not cost-effective",21.6,Parent,"Mexican,North Indian,Chinese,Continental,Asian",Mixed,2,"Quick meal-prep,Low-carb,Diabetes-friendly,Balanced meals,Gluten-free,Gut health,High-protein","Gluten,Soy,Nuts",5,Never,0,211,400,UPI,1,5,4,3,2,1,3,2,5,4,Unlikely,Weekly batch,7,"Fast delivery,App-based tracking,Cancel-anytime,Customizable",Definitely,Definitely,Free meals,Epigamia,Calorie tracker
27,Female,63269,Mumbai,Homemaker,8,14,4,No,3,"No skills,No ideas,Not cost-effective,No time,Portioning issues",20.7,Parent,"Continental,Mexican,Asian,North Indian,Italian,Chinese,Thai",Vegan,2,"Weight loss,Sustainable eating,Quick meal-prep,Gluten-free,Muscle gain,Immune boost,Diabetes-friendly",Gluten,2,Never,6,175,200,UPI,2,3,5,1,4,5,4,1,2,3,Definitely,Weekly batch,2,"Family plans,Loyalty points,Nutrition labels,Customizable,No cleanup,Easy cooking,Cancel-anytime,Fast delivery",Definitely,Definitely,Free meals,EatFit,Reusable packaging
33,Prefer not to say,111657,Delhi NCR,Full-time,6,8,4,No,1,"Portioning issues,Too tired,Not cost-effective,Don't enjoy it,Cleaning up,No time",20.4,Hired help,"Italian,Keto/High-protein,Vegan,Continental,Healthy Superfoods,Fusion,Asian",Non-Vegetarian,5,"Muscle gain,Low-carb,Sustainable eating,Low-calorie,Immune boost,Weight loss","None,Lactose",3,Never,1,355,150,Credit Card,1,2,5,3,4,1,2,3,5,4,Unlikely,Daily,6,"Fast delivery,Easy cooking,No cleanup,Family plans",Maybe,Maybe,Free meals,Subway,More vegan options
43,Male,72083,Mumbai,Student,11,5,5,Yes,4,"Too tired,No time,No skills,Cleaning up,No ideas",20.6,Partner,"Chinese,Mexican,Healthy Superfoods,Asian,Fusion,Vegan,Italian",Vegan,0,"Diabetes-friendly,Muscle gain,Weight loss,High-protein,Immune boost,Gut health,Sustainable eating",Eggs,5,Never,1,306,400,UPI,3,2,1,4,5,5,4,3,2,1,Maybe,Weekly batch,6,"Loyalty points,Nutrition labels,Family plans,No cleanup,Easy cooking",Definitely,Definitely,Free meals,Epigamia,None
35,Prefer not to say,55354,Hyderabad,Full-time,9,5,6,No,5,"Cleaning up,Grocery hassle,Waste of ingredients,Too tired",18.6,Parent,"Mexican,Thai,Keto/High-protein,Italian,Chinese,South Indian",Vegan,2,"Immune boost,Gluten-free,Balanced meals,Sustainable eating","Nuts,Soy",4,Never,7,426,300,Credit Card,4,5,1,3,2,4,2,5,3,1,Maybe,3x/week,2,"No cleanup,Customizable,Easy cooking,Nutrition labels,Loyalty points,Fast delivery,Cancel-anytime,Family plans",Definitely,Definitely,Free meals,FreshMenu,Reusable packaging
30,Non-binary,135318,Bangalore,Student,7,31,6,No,1,"No skills,Cleaning up,Waste of ingredients,Not cost-effective,Too tired,Grocery hassle",19.4,Partner,"Mexican,Chinese,Continental,Keto/High-protein,North Indian,Asian,Italian,South Indian",Mixed,4,"Balanced meals,Quick meal-prep,High-protein,Diabetes-friendly,Low-calorie,Muscle gain,Gluten-free,Immune boost","Gluten,Nuts,Soy",1,Regularly,5,274,300,Credit Card,3,2,4,5,1,5,3,4,2,1,Unlikely,Weekly batch,7,"Customizable,App-based tracking,Loyalty points,Cancel-anytime,Family plans,Recipe variety,Nutrition labels,Easy cooking",Definitely,Definitely,Discounts,None,Reusable packaging
39,Prefer not to say,84665,Pune,Student,12,5,5,Only on weekends,3,"Waste of ingredients,No time,Not cost-effective,No skills,Portioning issues",20.4,Hired help,"Healthy Superfoods,Mexican,Vegan,Asian,Thai,Keto/High-protein",Eggetarian,5,"Muscle gain,Low-carb,Gut health,High-protein,Low-calorie,Gluten-free,Weight loss,Immune boost","Eggs,Nuts,Gluten",4,Occasionally,0,257,250,Debit Card,3,1,4,2,5,3,4,1,2,5,Maybe,On-demand,7,"Easy cooking,Family plans,Cancel-anytime,No cleanup,App-based tracking,Loyalty points",Definitely,Definitely,Discounts,Subway,More vegan options
